"","loadings"
"PPP1R12C",0.000604523852143643
"VWA2",-0.0114812363327356
"FBLN7",0.000387466884925529
"LPIN2",0.0105934400166489
"OR4A47",0
"ZNF592",0.0128849329402343
"ACE2",0
"FOXK1",0.00545955321792052
"CCDC28B",-0.00759689657846978
"ASPSCR1",0.00348750278936203
"SPCS3",0.00122494927084315
"ATP5I",0.0280346031616722
"PPP1R3F",-0.00328385734842226
"PRR19",-0.00127347993945768
"MUC15",-0.00611523744684564
"ZNF443",-0.00230860033897449
"GNS",0.0178336192804482
"CDY2B",-0.00184377959411273
"ADCY8",0
"IRF7",0.00820524553898284
"ARPP21",0
"BPTF",0.0027607141822429
"ZNF10",0.0241580375378966
"ALKBH7",0.00421351270278387
"MYH11",0.000956346036944534
"SLC25A44",-0.00343824577494155
"PITPNA",0.0131941637848302
"TUFM",-0.00128273906876033
"DFFB",-0.00542046131666372
"OOEP",-0.00728095197676117
"C1orf109",-0.00506250312274589
"ZFR",-0.000397404609281113
"PPP1R13B",0.00117468602042531
"METTL14",0.00523162105098085
"GLI2",0.000915322884980652
"OR6C68",0
"SLCO6A1",0
"MYH10",-0.0065143612737852
"VARS2",-0.000673025579938673
"SPTBN5",0
"WBSCR22",0.00172188321000078
"BCL2",-0.0028596323524445
"CHAMP1",0.00132488794698174
"ZBTB43",0.0147237526075786
"SLFN11",-0.000801570679614776
"PAFAH1B1",0.00289319971696373
"IL12RB1",-0.0258392755966599
"PCTP",-0.00564914590303867
"CHIC2",0.00149896564718749
"SLC30A10",0
"KCNN3",-0.0181702183635335
"ZNF557",-0.000223659738984836
"FNDC7",0
"ATP10B",0
"MDM1",-0.00602371271712254
"RIMKLA",-0.0137545176342984
"UGT1A6",0
"COL1A2",0.00938717212910278
"CCNK",0.00418985339910998
"CAST",0.00346902132369164
"QTRT1",-0.00254785635557915
"SPDYE1",-0.00143720544487539
"FAM81B",-0.0026277978272558
"C1QA",0
"PADI1",0
"TXNL4A",0.018269452340152
"NR2F6",0.000397200067320351
"RAI1",0.00199206832804376
"GSTT2B",-0.00248495260724366
"C9orf174",0.000259473153919725
"VSTM2A",0
"PRB3",0
"CORO7",-0.00150122479666956
"LMBR1L",-0.00634714854498847
"RCC1",0.00569276482908259
"GUCY2F",0
"ZNRF4",0
"MYO5A",-0.00247937806961769
"PTDSS1",0.0234541695738281
"ABCA13",-0.00317551993753337
"C10orf114",-0.00159263771620295
"MAS1",0
"SEPT3",-0.00553613814161054
"RDBP",0.00436685856737886
"SALL1",-0.00538147648890431
"NELL2",0
"RCOR1",-0.00745456834276172
"LRRC30",0
"CLINT1",0.00462666446605231
"PACRGL",-0.00149544352921173
"SARS2",-0.00308716335574746
"PAPD4",0.0053652187325263
"PSG9",-0.00160850591875482
"GPR98",0
"SYPL1",0.0105352456232019
"ACSL6",-0.00913695320090542
"NAPSA",0.00202488220478229
"CRIP3",0
"TNFAIP8L3",-0.0192562262465145
"HIST1H1B",-0.00359652140824202
"KRT8",-0.00478053475471423
"ATCAY",-0.00706197012251527
"PTRF",0.0145926000843515
"GPR65",-0.00866444381194355
"MRPS14",0.00618970614873189
"FKBP11",-0.00556479887493402
"TMEM184C",0.0012799927504225
"KBTBD6",-0.00715865721351015
"DPM2",-0.000901953188115096
"AKR1A1",-0.00674736753259522
"EIF2B4",0.00579041477137118
"NUDT17",-0.00246797618230534
"ZFP41",-0.00155040725050365
"MRPS7",0.00950858789395397
"GPKOW",0.000341665534813205
"MTNR1A",0
"KIAA0090",0.00166408521383701
"PCYOX1L",-0.00361133323981437
"TBCEL",-0.002086458599938
"TRIM54",-0.00326324140357715
"CELSR2",-0.000683221560286831
"KRT81",0.0137890697450806
"LRRC8D",0.00234213398692211
"MZF1",-0.00248939064214352
"CYP2D6",-0.00191904382307355
"DCBLD1",0.00690748154822194
"SLC45A1",-0.00222375148770196
"TRIP11",0.00727752647388286
"TRAPPC5",0.0145739468766759
"TKTL2",0
"ZNF519",-0.00217065998739794
"NR2C2",-0.00610916032536892
"C4orf21",-0.00626941615382112
"OR2J3",0
"AGMAT",-0.0212871953972371
"ARHGAP12",3.22627737126695e-06
"LOC402160",0
"PLK2",-0.00210265076960545
"FAM108A1",0.0184843522976555
"NT5C1A",0
"PPFIA4",0.00608932530880819
"SLC9C2",0
"KCNJ5",-0.0201676561046106
"EIF3I",0.016508061376938
"LCE1E",0
"SSR4",0.000379021665216881
"DPH5",0.0109537007278481
"EIF3F",0.0161217754088153
"CALB2",-0.00729249830192448
"HEXIM2",-0.00210482537637892
"MT-CO3",0.0230078153820782
"MYO18B",0
"KIAA0930",0.000174361058864794
"SEC22B",0.0176543742144839
"PPM1G",0.00300281981064396
"EIF6",0.016221480186819
"HTN1",0
"ARVCF",-0.00193301875494584
"GCHFR",0.017157221046284
"RPL36",0.0187581711366586
"TRERF1",0.0043630675205838
"VDR",0.00428741105392664
"GNB1L",0.00474525119678094
"RUSC1-AS1",0.0003803768114206
"PTPN22",-0.00277992479034017
"KCNH4",0
"WFDC10B",0
"TATDN3",-0.00761811963294904
"GABPB1",-0.00380699136472303
"ABCB7",-0.00837510060427733
"TAF9B",-0.0033430109002501
"KLHL20",0.00183579805259432
"TRAT1",0
"HAVCR1",-0.00118504701881314
"GRHL2",0
"MEI1",0
"PDF",-0.00146735502890453
"SLC15A3",0.00480908461661571
"DLGAP2",0
"KPTN",-0.00694589314446243
"MORN1",-0.000139864286274567
"C17orf105",0
"BBS1",-0.00569716641894785
"C4orf48",0.000948309297317325
"C17orf81",-0.000703499374367727
"FAM69B",0.00472330203614225
"HOXC10",-0.00846861594744186
"PIGA",0.00375023400379904
"MAGED4",0.000494080463093506
"RPS6KB1",0.00358532852661555
"SSB",0.00763188614707394
"LARGE",-0.00130703516232105
"YLPM1",0.00323328492315257
"LRRC37A3",-0.00330149897315124
"SPHK1",0.00624352673839235
"CLDN7",0.00305864743010514
"SLC16A8",0
"IL27",-0.00377016854418115
"RAB11FIP4",-0.00927922280646271
"GFOD2",-0.000776567288888641
"RRNAD1",0.000323818600787634
"ANKRD20A3",0
"GOLGA5",0.00461919953269368
"TEX2",0.0071034230883175
"FCGR3B",0
"KLHL35",0
"YY2",-0.00414958912713168
"ANKIB1",0.0023365642237114
"BIRC8",-0.0012655946929176
"NRBP1",0.0175174997600304
"LXN",0.00699413661009167
"PSMD4",-0.00198694658595496
"MAP7D3",-0.0021018287553588
"CEACAM19",-0.000907773680987695
"DACT1",0.0071799172559473
"GPCRLTM7",-0.00796085151337969
"CHN2",0
"PRSS21",0
"RSG1",0.00148936631088862
"GLRX3",0.0140112316561511
"RNF43",0
"FARSB",0.00145636397094533
"PISD",-0.0017665185338465
"IFT57",0.00268158704965342
"ZFAND1",0.00804275023063668
"FUZ",-0.00377882072999033
"TBRG1",-0.00292914700611768
"PTPRD",0.00387534769909465
"NPSR1",0
"OR52K1",-0.00260279123037521
"LPP",-0.000745837317373019
"AGGF1",0.0017659478716698
"ELL2",0.00300864583124717
"UBE2D3",0.0117915778771397
"WBP1",-0.00162819896520542
"SEPT6",0.0180783114053531
"CEACAM6",0.0243512622268947
"GAS2L2",0
"GTF3C5",-0.00653050332688147
"USP21",-0.00426655472737721
"C2orf73",0
"PGA3",-0.00518017561818135
"NMNAT3",0
"SLC6A7",0
"DUSP18",0.00326702244083588
"PLCD1",0.0172526444764801
"KLHL7",-0.00438032594262315
"TRIM64B",0
"KCNJ4",0
"BTK",0
"C14orf38",0
"ERN1",-0.00492813731864278
"PUS7L",0.000345916230533386
"NKX1-2",0
"GDPD1",-0.00925682629707201
"ZNF215",-0.00236642188220643
"TYMS",0.00198054974099407
"LOC100130480",0
"MPPE1",0.00615703815584506
"SHC2",0
"GNG8",0
"MANEA",-0.00620135713573647
"C10orf113",0
"GSG1L",-0.00248195162931066
"COQ10A",0.0014551049964309
"FUT4",-0.00429032665965522
"GCM1",-0.0160473368790304
"CD40",0.00120455962599539
"SYNPO2L",-0.0143370363721825
"ST3GAL2",-0.00787289553058829
"C19orf57",-0.00270956945586802
"RAP1A",-0.00494494025815506
"GAST",0
"OR6K3",0
"MYCT1",0.00610838743474541
"GPN1",0.015683695176539
"CYB5R4",-3.84173515243271e-05
"RAB39A",-0.0119341373866229
"CACNB3",-0.00331000191761972
"FRMPD4",0.00309604001336859
"LRRC34",0.00170817520178433
"LENG1",0.00164239244468284
"ZNF77",-0.00203107637571795
"GAGE2E",0
"GMNN",-0.00264689245182283
"UNC5D",0
"C8orf73",-0.00571248657616945
"LCNL1",0
"TMEM203",0.0242374141290166
"NUP62",-0.000319012465832255
"RAB11FIP2",0.00166436769281211
"SKI",0.0116719294796768
"SENP1",7.49937536343417e-06
"CRCT1",0
"CXXC4",0
"GPR143",-0.00491678159695399
"GABARAP",0.0177616512781111
"B3GNTL1",0.00578243670394002
"RPE",-0.00294346946402561
"KLHDC2",-0.0048559636046781
"AGRP",0
"TMEM97",-0.00427385772606145
"ZMYND10",-6.00941830795191e-06
"ANAPC10",0.0107120704048799
"TLK2",0.0149193296386469
"ACY1",0.00451617027900998
"CYTH2",0.00290189364602903
"ST20",3.62059023723993e-05
"PPP2R3C",-0.00834760280592411
"ABCC6",-0.00897032709697205
"DEFB127",0
"ME1",0.00396420985931838
"CD163L1",0.00160773969169744
"ANKRD63",0
"PIK3CG",-0.0141258568538362
"STAC",-0.00566801055013414
"CYP2F1",0.000380376811420599
"LEPROTL1",0.00266868704528142
"BLK",0
"URB2",-0.000124599751844317
"GNPDA1",-0.00121998059466915
"KRTAP26-1",0
"CHST10",0.000371192136445564
"PCDHGA10",0.00477416602748671
"KCNC4",-0.00323633605355318
"PIM2",0.00220458050863769
"ZNF81",-0.0105020221460507
"SPARCL1",0
"MVP",-0.00101094904762711
"KYNU",-0.003221950085113
"DRP2",0.00156263799347511
"SERTAD3",0.00553740641008339
"FAM109A",-0.00305090621384656
"GNPTG",0.00747514447500099
"FMR1",0.00557994893966158
"HHLA3",0.0115532964458784
"MORC2",0.0074379756481128
"ZNF805",-0.00623352043933702
"TRMT2B",0.00202376440826611
"GRIN1",0
"OXNAD1",-0.00241977891098266
"EBF2",0
"CD69",0
"OXTR",0.0203869348088007
"RFX7",-0.00422372681880038
"POTEM",-0.019646179415241
"PROCR",0.00247201418109206
"FER1L6",-0.00712403903355126
"TEX13A",0
"KIAA1024",-0.00101417141368931
"ZBP1",-0.0052931792966238
"GRB10",0.0159088275492475
"KCNQ4",0
"C6orf7",0.0143146351870673
"TNPO2",0.00793303879173393
"EMX1",0
"OVOL2",0
"RFX8",0.00371242695522414
"M6PR",-0.00107906731077787
"TMEM31",-0.000299069174717073
"DNAJB14",-0.0105416371889868
"PPAP2C",0.00113724460503941
"WASL",-0.00562976391330285
"MPLKIP",0.0221431377863562
"RHOF",-0.00453186167924529
"CCDC39",-0.00173090814535182
"CLUL1",-0.0048238622765706
"TRPM1",-0.0151651181228707
"MOS",0
"GJB3",0
"AIG1",0.00050480007337693
"ZNF428",-0.00213582159993116
"MOSPD1",0.00951408883190023
"KLF13",0.00235861209715599
"ALDH8A1",-0.00973705047197511
"CECR5",-0.000596917812965716
"KAL1",-0.00195124093845356
"RGR",-0.00467295853892733
"BRMS1L",-0.00412502867307022
"TRPM3",0.00309604001336859
"PRAMEF9",0
"ACTRT1",0
"MS4A4A",0
"C10orf128",0
"DENND2A",-0.00754901064109209
"TFR2",0
"ZCCHC14",0.0052495996371007
"TGM5",0
"ORM2",0
"UTS2D",-0.0036011314085508
"ARHGEF26",-0.00465569362435845
"RPL22L1",-0.00224322033468614
"MCF2",-0.00157779017245932
"DIP2B",0.00214889986614852
"PRKAA2",-0.00934984637266832
"DOK7",0
"SLC20A2",-0.00131183656047473
"RASAL3",0.000220819276027975
"CRIPT",0.00209411148002332
"RAB11FIP3",-0.000467082231792742
"NOS1",-0.0267107175785027
"PRR16",0.0195243586440426
"MED18",0.0148987647591127
"TP53TG3",-0.00270956945586802
"CEP135",-0.00360132195872665
"KIAA1199",0.00169663483820227
"RICTOR",0.00478306662996207
"RBM28",-0.00645805068775649
"HNRNPD",0.0101492294590087
"TTC33",0.0170334850422826
"CNOT2",-0.00710240610536099
"SYNE1",0.00324457452089488
"ATL2",-0.00250367028365376
"L3MBTL4",0
"RWDD3",-0.00646236525142246
"DAO",0
"CXCL14",-0.00638357615508426
"ZWILCH",0.00320830424350218
"DSG2",-0.00361703140224455
"CTBP2",0.016709729313196
"BAAT",-0.0155870594191929
"TMPRSS11BNL",-0.0149217629001041
"HSPA12B",0
"DEFB130",0
"VWA3B",0
"PCYT2",0.000855359947415171
"EXD1",-0.0171159423766526
"UBASH3B",0.000985461332332857
"EIF3B",0.00112830525136449
"DENND2C",0.00173455715231235
"YAP1",0.0224840515126251
"GOLGA6D",-0.00429419016183426
"PEX11A",-0.0059085023875478
"TNKS2",0.00199528268780708
"CDR2L",-0.00389378219016678
"BFSP1",-0.00183001988001094
"TMEM43",0.00281518908883725
"ZNF662",-0.00325494211105396
"GSTA4",0.0027759239476756
"POU3F3",0
"S100A6",0.0239039070786256
"RAB8B",-0.00459734237226081
"PPM1E",2.53741941058508e-05
"METTL5",0.0049497277970327
"ISG15",0.00317224766987169
"MRPL20",0.0180757280635588
"DSTYK",-0.00165125326675938
"LMNB1",-0.000581970494702622
"UTP6",0.00681348396940046
"UPK3BL",-0.00887213128055129
"MAB21L2",-0.0013293894930394
"ARHGEF19",0.000675841883084598
"FGF8",-0.00556099351387984
"C9orf95",-0.00306272092153935
"CXorf57",0
"TRIM21",-0.0065400524669854
"SH3BP4",0.00151095706474056
"B3GALTL",0.00367593426846885
"STRN",-0.00909678843312151
"CLPS",-0.00432061570592042
"DCAF4L2",-0.000178768360265741
"C17orf57",-0.00697195341361061
"MFSD11",-0.00132806216006259
"C17orf66",0
"ISX",0
"NPPC",0
"VIT",0.00577903068124064
"GPR176",-0.00467472162726332
"ZNF232",-0.000133509656636199
"S100A9",0
"CAB39",0.0122293157737726
"EEF1E1",0.00391167184217166
"SLC10A2",0
"MTHFSD",0.00569715865712019
"AFAP1",0.00209286993837389
"ISY1-RAB43",0.00767527339217419
"DSE",0.015149835984218
"ZNF776",-0.00370732854549337
"PCK2",-0.004433491568129
"TSPAN5",0.0126080504917736
"KRT77",0
"TMEM200B",0.00636843467970058
"HUWE1",0.00438053695899382
"SERAC1",0.0152468430486238
"TTC37",0.00568581181268079
"CCL14",0
"HCFC1",0.0178598773918067
"SRP9",0.0122033798690342
"ZNF20",0.00381057842518981
"IDI1",0.0130641833050591
"NCAN",0
"GREB1L",-0.000276665734618081
"ZMAT4",-0.00570939685650529
"KBTBD2",0.00128347920629988
"MPDU1",0.00657286302368023
"E2F4",0.0201085357535236
"FAM115C",-0.00907178395159237
"CCDC67",0
"MOB4",0.0112146693950568
"RPL23A",0.0277796551717144
"HIST2H3A",-0.0028469570446772
"MRPL41",0.0203640734285059
"MSRB3",0.000340421927489907
"ZDHHC12",-0.00163267495770739
"F3",0.00858150694802763
"DEK",0.000335777826377954
"SCN11A",-0.0215803827503261
"TFEC",0
"CSMD1",-0.00518017561818135
"FUBP1",0.00547389208598651
"EHD3",-0.00504198905601363
"OR1I1",0
"UGT8",-0.0141142071507568
"CAP2",0.0170810038421043
"C15orf26",-0.0024728124746936
"MAF1",-0.000280930715863778
"CDH5",0
"RAMP3",0
"ITGB1BP3",0
"CWH43",0
"MBOAT1",-0.013543711713927
"ZNHIT2",-0.00567368905105982
"PGK2",-0.000665943672224091
"DIO1",0
"KRTAP5-11",0
"EVC2",6.53081534680018e-05
"CUEDC1",-0.0074099113591492
"NBEAL2",-9.03668021374764e-05
"PRODH2",-0.00127300737861855
"MAGEC2",0
"SNX17",0.012396581886468
"C2CD2",0.0252461199787558
"PDCD1LG2",0.0183191379679351
"CAMTA2",0.00578320263255435
"ZNF398",-0.000888231995412137
"PLAG1",0.0046665232891474
"ASPDH",0
"MPHOSPH6",0.00645762125950781
"INCA1",-0.00528034710752045
"C9orf37",-0.000808883520157253
"SIRT1",-0.00166933109282999
"PARVG",-0.0022689381275604
"DUSP23",0.0134327177742774
"MNS1",-0.00304462676740088
"RIPK4",0
"PSG8",0.00240961506883115
"MSL2",-0.00492343088480464
"AFTPH",0.00406145946599164
"MBNL2",2.00342077298247e-05
"ZNF22",0.000484520119494679
"CCIN",-0.00261328267297682
"CSRNP2",-0.00315285188051664
"RPRML",0
"WFDC13",0
"TMEM221",0
"PRKAA1",-0.00534237435403892
"HAUS7",-0.000203453790038442
"TREM2",0
"ULBP3",-0.00142068070605277
"CTRB1",0
"LGSN",-0.0212341741154386
"CD101",0.000947678126664859
"C12orf42",0
"SNX11",0.00324461565612109
"OR13J1",0
"CORO1B",-0.00713493709694413
"SLC4A5",0.00345846035165061
"EIF3D",0.00609893596065158
"OR4L1",0
"YKT6",0.00377794069161809
"CPEB1",-0.00686918143477659
"HDHD3",-0.00415422985915622
"CSTF2T",0.00603903178868328
"CDKN2AIP",-0.000159191197662864
"HSF5",0
"HCRTR2",0
"NYX",0
"TPD52L2",0.00116494689592659
"EMR3",0
"HPS4",-0.00654757993574968
"SHC1",0.00730042802021174
"GTF2H2D",0.0207689039724401
"U2SURP",0.0116373032775541
"HIST1H2BE",0.00105867919544687
"TBX21",0
"SLC1A3",0.00569695937467874
"KRTDAP",0
"S100Z",-0.00266523173456016
"FAM198B",0.0123345678033055
"LEFTY2",0
"PEAR1",0.00576087751800075
"ZBTB17",-0.000381867746218743
"FEZF1",0
"NCK1",0.00223570561065226
"OR4F21",0
"PLK1",0.00307749440731115
"MAPKAP1",-0.00395270932006955
"WDR59",-0.00193240151613229
"ACE",-0.00834772947449374
"ADPRHL2",0.000645901004777635
"ZNF736",-0.0180729031812642
"GCET2",-0.0015450509532084
"GPR149",0
"RPL17",0.0244752904704873
"SPIB",-0.0248249924469471
"DPY30",0.00963300752188787
"OAZ2",0.00319661494400069
"C1QTNF1",-0.00323619714623759
"MBTD1",-0.00364138730292351
"ZNF384",0.00183605958505415
"MAP3K15",-0.00589341641136476
"TUBGCP3",0.00960258550371623
"SGCB",-0.00393722032884284
"MRPL23",0.00833371755087067
"CUL9",-0.00585674070193518
"OR4M1",0
"LRRC8E",0.00439571827956163
"FXYD1",-0.0007723276589261
"ATP6V0E1",0.0219868846547423
"CMTM1",-0.00106168017332379
"DRG1",0.00560013381555729
"MAGED1",0.0026068734838411
"TSHR",0
"ADAM20",-0.00156557771784407
"PPEF1",0.0234711356927667
"PLIN4",0
"CREB3L4",-0.00592510197352154
"SMARCA1",-0.00506091205492107
"HTR1F",0
"EIF2B1",0.0115751456854285
"PCDH7",0.00305174767052153
"RARRES1",0.00340969879760406
"HOXC6",-0.000365584775656175
"DYNC1I2",-0.0020973333377436
"ADAMTS5",-0.00037384854342117
"FLG",0.00145704968934343
"GPNMB",0.0080883149083674
"HTR1B",0
"PLEKHA5",-0.000142067287417645
"SYCP3",0.0168491553261121
"KNCN",0
"FOXD4L1",-0.000957398541698003
"CBL",0.0169301555150636
"ARHGAP33",0.00624232634677401
"GDAP1",0.00233759250731165
"SPON1",-0.00183731847514744
"LSMD1",0.025399523495069
"CCL25",0
"LGALS9",-0.00527869936897824
"IFI16",0.00374511440330514
"DZANK1",-0.00441628874388669
"FAM117A",-0.00476965652766232
"COLEC10",0.00444030385384573
"FBXO6",-0.00263559575048518
"D2HGDH",-0.00183890428878557
"TRPC3",0.00390136351491801
"SYK",-0.0149051721929178
"POLR2M",-0.00215603149504907
"ZNF708",-0.00679110628996132
"SPANXE",0
"FXR2",0.000893015087784557
"POU1F1",0
"ZNF445",-0.013762995735269
"USP36",-0.00430097207180166
"FUT10",-0.006029919277674
"CCDC141",-0.00384949413918284
"TMEM14B",0.00873338529842759
"FAM43A",-0.00740253225100891
"F2",0
"H2AFY",0.0093933891792782
"PRKAG3",0
"DBX2",0
"GAA",-0.000275926395692743
"PPP1CA",0.0103775862256927
"STXBP5",-0.00260407090366951
"RPL27A",0.0245543768711466
"PPP6R2",-0.00118479918256689
"ANKRD52",0.00691922362094958
"C1orf172",0
"HNF1B",0
"NKD2",0
"SNX21",9.21742215300044e-05
"RAB37",-0.018194686746486
"ITPR1",-0.00244604139100518
"NGFRAP1",0.0126410563660747
"WDR66",-0.0010229659520542
"TTC40",-0.00176388287889492
"EAF1",0.00168232232882431
"SNX30",-0.00538859962050545
"NMS",0
"ZNF92",-0.000513583780999193
"KCNK13",0
"CDH24",-0.0057093968565053
"DAPK3",-0.0014804419188998
"CTAG1A",-0.00111005928996988
"MPP7",-0.0166238032950338
"PLEKHM2",0.00678975110941348
"MARCH4",-0.00208602848219798
"LAT",0.000525587524060413
"LYL1",-0.00737412708348453
"MFN2",0.00420576888641046
"GBP3",0.00756295667089076
"KCNJ12",-0.00267854862210437
"DDX24",0.00537065983089774
"PDCD4",0.00892892034453019
"DENND2D",0.00669815328981329
"ASTE1",-0.00471155638898351
"APOL1",0.00266638903651371
"GJB1",0
"SPDYE6",-0.00152749225555871
"SCLY",0.00100287951542456
"RHOBTB1",0.00943244402835244
"CALHM1",-0.0118715650042808
"DERA",0.00663252894359981
"IST1",8.56759136535813e-05
"UBE2H",0.000791077241926999
"TMX2",0.00870863795392093
"PCNA",0.0141528819782716
"CSN3",0
"CCDC6",0.0118713978821562
"SPRR2F",0
"UNC13C",0
"BIK",0
"SMYD2",-0.00382877253087708
"KL",0
"ZNF746",0.0033796065980987
"AHCY",-0.00106363784502801
"KRTAP21-2",0
"MLLT1",-0.00404756704873653
"C12orf74",0
"STK17B",0.00340114929144674
"IGSF23",0
"ILF3",0.00233739860288583
"KIF13B",-0.00270477003074523
"CYGB",-0.00301425455907564
"C2orf50",0
"SPATA24",0.0181828608117836
"SH2D3A",-0.0108556766796906
"CRYGB",0
"BET1",0.0119986403834355
"TMEM8C",0
"QDPR",0.00818480686390245
"ZMAT1",-0.0162929261101216
"ERO1L",0.00424237140275298
"C11orf94",0
"KIAA0284",0.000779235482241181
"C14orf109",-0.00108394086515471
"EIF2AK4",-0.00414503231955207
"C7orf53",-0.00157779017245932
"RAP2C",0.0147387586110758
"HNRNPR",0.00510692167716382
"IFNA14",0
"SRPRB",0.00908594472886816
"SRR",0.0185769173567304
"TCP10",0
"SIX5",-0.000813705106887942
"HMGCS2",0
"ZFAT",-0.00137880434148795
"EPM2A",0.00180071293998029
"NBPF24",0.00487555212794207
"MED15",0.00552792567953433
"PLP1",-0.000609848196877558
"ZBED1",-0.00843565419539776
"CTSS",-0.0154856058257069
"NOP56",0.014073334741114
"NMT2",0.00299798558117541
"GAB2",0.00457701123576658
"RAB35",-0.00610065950780116
"TPM4",0.0177887291316711
"YIF1A",-0.00562756660601355
"BCORL1",0.000882734307434407
"C1QTNF9B-AS1",-0.000923046849121027
"ELF3",-9.12160067709195e-05
"C19orf40",-0.00131013396977288
"NAV3",0.00184862057705063
"ZNF74",0.000204655583963853
"PKP1",0
"B3GNT7",-0.00260963050579982
"DNAJC13",0.00753211349170691
"INTS8",-0.00212373993300666
"NET1",0.00544016858728192
"TAGLN",0.00821222281325105
"RNASE4",-0.00356320822621005
"OR2V2",0
"NAT1",0.00612136378691226
"TXNL1",0.0120023175896167
"GPIHBP1",0
"OR56A5",0
"BECN1",-0.00150513572922017
"VPS4B",0.0117867032563811
"MAP1LC3C",-0.0184885790680004
"ESM1",-0.00179753720435634
"SOST",0
"PPY",0
"FAM118A",-0.0031305059026467
"ERVV-1",-0.0141910975453129
"TTC7B",-0.0085838724724011
"RPL7L1",0.0206632523727523
"ADAT3",-0.00738551828932065
"ACER1",0
"TSPYL4",0.0149043537420024
"TBC1D13",0.00498086786220507
"FCRL6",0.00561676180144882
"COMMD1",0.00983203535968804
"IPO4",-0.00304679172969495
"EBLN1",0
"JTB",0.00542221427759364
"TIFA",0.00428841191813711
"SH2B3",0.00538568647126152
"ESR1",-0.00168431802040453
"HDAC6",0.0111135737270184
"CD2AP",-0.00567930477514164
"SH3GL3",0
"C2CD4C",0
"DAGLA",-0.00117079956394988
"CCDC155",0
"LRRN2",0
"C3orf79",0
"TGIF2LY",0
"DEPDC5",-0.00719723604242489
"KIR2DL3",0
"DHCR24",0.0139528257892544
"CXorf23",-0.00618895951644067
"CDK7",0.0100480063189335
"KIAA1715",0.00827347384662687
"LALBA",0
"GSTCD",-0.00409400980470511
"S100G",0
"PLEKHA3",-0.0052546189311533
"MAP1LC3B2",0.00222637473706487
"VAC14",0.000158718929251553
"SLC9A3R2",-0.00121939593772454
"ZNF286B",-0.00164873947852075
"C14orf159",-0.0028977988627507
"KLHL2",0.00375951763190368
"MAGEA2",0
"ECHDC3",-0.00242145607047246
"KCNG3",0
"ATAD1",-0.000370458451769737
"SDR42E1",0
"SSPO",-0.00188096290516549
"CD320",0.00594535573003735
"GFRA4",0
"FAM214A",-0.00105612217208993
"IQSEC1",0.00833791832292796
"GNAS",0.000368667832158014
"BOP1",-0.00514529578340508
"CCDC122",0.0139263884845308
"TCTA",0.00737153910882865
"DAD1",0.0213698186164083
"P4HA2",-0.00184567687256205
"SLC37A2",-0.00564261897566771
"S1PR5",-0.0112084929282287
"DCXR",0.00811118759157846
"WEE1",-0.00482111797695525
"C20orf96",0.00110761518630231
"USP26",0
"OR4B1",0
"IFT81",0.00661665343391191
"MRPL18",0.0132823207649087
"DDX53",0
"CTU1",0.0214880709113243
"SHPRH",-0.00212536702445926
"PTPN7",0
"TUBB4A",0
"ZSCAN21",-0.0029865955085602
"C20orf144",0
"ANKRD33",0
"UBR1",0.000363339509534843
"POLM",-0.00931081013257523
"OR52N4",0
"SLC25A15",-0.000234163424417906
"BAGE2",0
"GPR35",0
"LEPREL4",-0.00863040784540431
"CD72",0
"PARP10",-0.000355182636559503
"ACSM5",0
"BUB3",-0.0011442315305902
"SPRED2",0.00629384199534284
"SRPK2",0.0116418037663985
"GAGE13",0
"G3BP2",0.0110174249920677
"CSTF2",-0.00324578158861276
"REM2",-0.000317295455736581
"BTBD16",0
"GYPE",0.00601977552844134
"PPP1R3B",-0.0106728800495643
"RPGRIP1",-7.64761225642512e-05
"PPIL3",0.00859999785253864
"FANCG",0.00512931806605533
"CCDC82",0.0116078157411847
"RPS6KA3",0.00351498756894823
"HKR1",-0.00443413696268369
"LYRM7",-0.011502268197648
"C2orf82",0.00148936631088862
"SLC4A11",-0.00036865371897019
"C1S",-0.00610454585644752
"NTSR2",0
"ISYNA1",0.000971729374595071
"SPICE1",-0.00206659372103131
"AP2B1",0.0202440971628367
"AFAP1L2",-0.000781210285302091
"PCDHB4",0
"DEFA1",0
"IL6R",0.0071316033362006
"CT47A10",0
"TRIM47",-0.000664767452766838
"CNOT8",-0.00314432931676492
"DGKD",-0.00237310603715247
"C11orf53",0
"C6orf136",-0.00305823720265604
"PLA2G4F",0
"RAPGEF2",-0.00697480310489799
"CAPS",-0.000877258599484742
"SMC5",0.000534783972471162
"PTCD3",-0.00122901610039732
"SH2D3C",0
"ADAM30",0
"MFAP3",-0.00249952791176372
"FEM1B",0.00343804322234456
"FAM26F",-0.00168618892559784
"STK36",-0.00452707897345667
"KCNJ11",-0.0159375592686154
"PRSS35",0.00134019635681235
"FAM92B",-0.00541905750813928
"ANKRD12",-0.00760193064086943
"HP1BP3",0.00356423410956986
"PMEL",-0.00260279123037522
"HRCT1",-0.00280187056547188
"PRKRA",0.00341290535874889
"ERP27",-4.12290037766724e-05
"KCTD7",0.000155351280390901
"ERAP2",-0.0032579637435684
"OR5H14",0
"CRYAB",0.0159958930083373
"HBXIP",0.0141345581231929
"KIF7",-0.00576994567735093
"GPC2",-0.000609848196877558
"GPR137C",-0.00439985698346825
"ANKRD13B",0.00536321325659722
"RNF208",-0.00284239144618731
"SEMA6D",-0.00389877536330166
"SPANXN3",0
"FAM206A",-0.00833181901360657
